"","X","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet","D.Item_raw"
"247",247,"BO1006","Ration 2","sugarcane molasses","Crop Byproduct",10.040886,"g",0.7545,"Sugarcane Molasses"
"248",248,"BO1006","Ration 2","opuntia ficus indica cladode ensiled","Forage Plants",150.61329,"g",11.3175,"Opuntia ficus indica Cladode Ensiled"
"249",249,"BO1006","Ration 2","maize stover ensiled","Crop Byproduct",188.281584,"g",14.148,"Maize Stover Ensiled"
"250",250,"BO1006","Ration 3","opuntia ficus indica cladode ensiled","Forage Plants",249.1321275,"g",22.635,"Opuntia ficus indica Cladode Ensiled"
"251",251,"BO1006","Ration 3","sugarcane molasses","Crop Byproduct",16.6088085,"g",1.509,"Sugarcane Molasses"
"252",252,"BO1006","Ration 3","maize stover ensiled","Crop Byproduct",62.274777,"g",5.658,"Maize Stover Ensiled"
"253",253,"BO1006","Ration 3","urea","Supplement",2.179287,"g",0.198,"Urea"
"254",254,"BO1007","HAK10","acacia karroo leaves dried","Forage Plants",26.4,"g",10,"Acacia karroo Leaves Dried"
"255",255,"BO1007","HAK10","oat dried","Crop Product",237.6,"g",90,"Oat Dried"
"256",256,"BO1007","HAK15","acacia karroo leaves dried","Forage Plants",50.55,"g",15,"Acacia karroo Leaves Dried"
"257",257,"BO1007","HAK15","oat dried","Crop Product",286.45,"g",85,"Oat Dried"
"258",258,"BO1007","HAK20","oat dried","Crop Product",296,"g",80,"Oat Dried"
"259",259,"BO1007","HAK20","acacia karroo leaves dried","Forage Plants",74,"g",20,"Acacia karroo Leaves Dried"
"260",260,"BO1007","HAK30","acacia karroo leaves dried","Forage Plants",86.4,"g",30,"Acacia karroo Leaves Dried"
"261",261,"BO1007","HAK30","oat dried","Crop Product",201.6,"g",70,"Oat Dried"
"262",262,"BO1008","Control","molasses","Crop Byproduct",10.2,"g",1.5,"Unspecified Molasses"
"263",263,"BO1008","Control","trifolium alexandrinum dried","Forage Plants",900,"g",132.352941176471,"Trifolium alexandrinum Dried"
"264",264,"BO1008","Control","maize","Crop Product",91.8,"g",13.5,"Maize"
"265",265,"BO1008","Control","wheat offal","Crop Byproduct",102,"g",15,"Wheat Bran"
"266",266,"BO1008","Control","salt","Other Ingredients",3.4,"g",0.5,"Salt"
"267",267,"BO1008","Control","linseed cake ground","Crop Byproduct",17,"g",2.5,"Linseed Cake Ground"
"268",268,"BO1008","Control","cotton seed cake","Crop Byproduct",108.8,"g",16,"Cotton Seed Cake"
"269",269,"BO1008","Control","lime","Supplement",6.8,"g",1,"Lime"
"270",270,"BO1008","G1","molasses","Crop Byproduct",10.5,"g",1.5,"Unspecified Molasses"
"271",271,"BO1008","G1","cotton seed cake","Crop Byproduct",112,"g",16,"Cotton Seed Cake"
"272",272,"BO1008","G1","lime","Supplement",7,"g",1,"Lime"
"273",273,"BO1008","G1","linseed cake ground","Crop Byproduct",17.5,"g",2.5,"Linseed Cake Ground"
"274",274,"BO1008","G1","salt","Other Ingredients",3.5,"g",0.5,"Salt"
"275",275,"BO1008","G1","wheat offal","Crop Byproduct",105,"g",15,"Wheat Bran"
"276",276,"BO1008","G1","pearl millet","Crop Product",175,"g",25,"Pearl Millet"
"277",277,"BO1008","G1","atriplex nummularia","Forage Plants",175,"g",25,"Atriplex nummularia"
"278",278,"BO1008","G1","maize","Crop Product",94.5,"g",13.5,"Maize"
"279",279,"BO1008","G2","propionibacterium freudenreinchi","Probiotic",0.001,"g",0.000142857142857143,"Propionibacterium freudenreinchi"
"280",280,"BO1008","G2","lime","Supplement",7,"g",1,"Lime"
"281",281,"BO1008","G2","wheat offal","Crop Byproduct",105,"g",15,"Wheat Bran"
"282",282,"BO1008","G2","pearl millet","Crop Product",175,"g",25,"Pearl Millet"
"283",283,"BO1008","G2","cotton seed cake","Crop Byproduct",112,"g",16,"Cotton Seed Cake"
"284",284,"BO1008","G2","maize","Crop Product",94.5,"g",13.5,"Maize"
"285",285,"BO1008","G2","molasses","Crop Byproduct",10.5,"g",1.5,"Unspecified Molasses"
"286",286,"BO1008","G2","salt","Other Ingredients",3.5,"g",0.5,"Salt"
"287",287,"BO1008","G2","atriplex nummularia","Forage Plants",175,"g",25,"Atriplex nummularia"
"288",288,"BO1008","G2","linseed cake ground","Crop Byproduct",17.5,"g",2.5,"Linseed Cake Ground"
"289",289,"BO1009","Diet 1","palm kernel cake dried ground","Crop Byproduct",195.84,"g",48,"Palm Kernel Cake Dried Ground"
"290",290,"BO1009","Diet 1","brewers grain","Crop Byproduct",193.8,"g",47.5,"Brewers Grain"
"291",291,"BO1009","Diet 2","cassava leaves ground","Crop Byproduct",21.15,"g",5,"Cassava Leaves Ground"
"292",292,"BO1009","Diet 2","palm kernel cake dried ground","Crop Byproduct",160.74,"g",38,"Palm Kernel Cake Dried Ground"
"293",293,"BO1009","Diet 2","cassava tuber dried ground","Crop Byproduct",63.45,"g",15,"Cassava Tuber Dried Ground"
"294",294,"BO1009","Diet 2","brewers grain","Crop Byproduct",158.625,"g",37.5,"Brewers Grain"
"295",295,"BO1009","Diet 3","cassava leaves ground","Crop Byproduct",40.9,"g",10,"Cassava Leaves Ground"
"296",296,"BO1009","Diet 3","palm kernel cake dried ground","Crop Byproduct",122.7,"g",30,"Palm Kernel Cake Dried Ground"
"297",297,"BO1009","Diet 3","cassava tuber dried ground","Crop Byproduct",122.7,"g",30,"Cassava Tuber Dried Ground"
"298",298,"BO1009","Diet 3","brewers grain","Crop Byproduct",104.295,"g",25.5,"Brewers Grain"
"299",299,"BO1010","A. dilbata","acacia dealbata leaves","Forage Plants",25.5552,"g",8.8,"Acacia dealbata Leaves"
"300",300,"BO1010","A. dilbata","natural pasture dried","Forage Plants",90.6048,"g",31.2,"Natural Pasture Dried"
"301",301,"BO1010","A. mearnsii","natural pasture dried","Forage Plants",90.0432,"g",31.2,"Natural Pasture Dried"
"302",302,"BO1010","A. mearnsii","acacia mearnsii leaves","Forage Plants",25.3968,"g",8.8,"Acacia mearnsii Leaves"
"303",303,"BO1010","Protein supplement","natural pasture dried","Forage Plants",119.9064,"g",37.6,"Natural Pasture Dried"
"304",304,"BO1010","Protein supplement","commercial feed","Preformulated Feed",7.6536,"g",2.4,"Commercial Feed"
"305",305,"BO1010","Rangeland hay Control","natural pasture dried","Forage Plants",109.76,"g",40,"Natural Pasture Dried"
"306",306,"BO1011","Control","trifolium alexandrinum dried","Forage Plants",337.5,"g",50,"Trifolium alexandrinum Dried"
"307",307,"BO1011","Diet 1","barley grain sprouted","Crop Product",337.5,"g",50,"Barley Grain Sprouted"
"308",308,"BO1011","Diet 2","barley grain sprouted","Crop Product",337.5,"g",50,"Barley Grain Sprouted"
"309",309,"BO1011","Diet 3","barley grain sprouted","Crop Product",162.5,"g",25,"Barley Grain Sprouted"
"310",310,"BO1012","DLL0","linseed cake","Crop Byproduct",67.47,"g",7.58942632170979,"Linseed Cake"
"311",311,"BO1012","DLL0","salt","Other Ingredients",1.73,"g",0.194600674915636,"Salt"
"312",312,"BO1012","DLL0","wheat offal","Crop Byproduct",138.4,"g",15.5680539932508,"Wheat Bran"
"313",313,"BO1012","DLL0","maize grain ground","Crop Product",138.4,"g",15.5680539932508,"Maize Grain Ground"
"314",314,"BO1012","DLL10","wheat offal","Crop Byproduct",124.4,"g",13.7306843267108,"Wheat Bran"
"315",315,"BO1012","DLL10","maize grain ground","Crop Product",124.4,"g",13.7306843267108,"Maize Grain Ground"
"316",316,"BO1012","DLL10","salt","Other Ingredients",1.555,"g",0.171633554083885,"Salt"
"317",317,"BO1012","DLL10","leucaena leaves dried","Forage Plants",33.8,"g",3.73068432671082,"Leucaena Leaves Dried"
"318",318,"BO1012","DLL10","linseed cake","Crop Byproduct",60.645,"g",6.69370860927152,"Linseed Cake"
"319",319,"BO1012","DLL15","wheat offal","Crop Byproduct",117.6,"g",13.2432432432432,"Wheat Bran"
"320",320,"BO1012","DLL15","salt","Other Ingredients",1.47,"g",0.165540540540541,"Salt"
"321",321,"BO1012","DLL15","maize grain ground","Crop Product",117.6,"g",13.2432432432432,"Maize Grain Ground"
"322",322,"BO1012","DLL15","leucaena leaves dried","Forage Plants",50.8,"g",5.72072072072072,"Leucaena Leaves Dried"
"323",323,"BO1012","DLL15","linseed cake","Crop Byproduct",57.33,"g",6.45608108108108,"Linseed Cake"
"324",324,"BO1012","DLL20","salt","Other Ingredients",1.385,"g",0.159378596087457,"Salt"
"325",325,"BO1012","DLL20","wheat offal","Crop Byproduct",110.8,"g",12.7502876869965,"Wheat Bran"
"326",326,"BO1012","DLL20","maize grain ground","Crop Product",110.8,"g",12.7502876869965,"Maize Grain Ground"
"327",327,"BO1012","DLL20","linseed cake","Crop Byproduct",54.015,"g",6.21576524741082,"Linseed Cake"
"328",328,"BO1012","DLL20","leucaena leaves dried","Forage Plants",67.7,"g",7.79056386651323,"Leucaena Leaves Dried"
"329",329,"BO1012","DLL5","wheat offal","Crop Byproduct",131.6,"g",15.0228310502283,"Wheat Bran"
"330",330,"BO1012","DLL5","linseed cake","Crop Byproduct",64.155,"g",7.3236301369863,"Linseed Cake"
"331",331,"BO1012","DLL5","maize grain ground","Crop Product",131.6,"g",15.0228310502283,"Maize Grain Ground"
"332",332,"BO1012","DLL5","salt","Other Ingredients",1.645,"g",0.187785388127854,"Salt"
"333",333,"BO1012","DLL5","leucaena leaves dried","Forage Plants",16.9,"g",1.92922374429224,"Leucaena Leaves Dried"
"334",334,"BO1013","Diet 2","commelina imberbis dried","Forage Plants",300,"g",38.1645400536848,"Commelina imberbis Dried"
"335",335,"BO1013","Diet 3","commelina benghalensis dried","Forage Plants",300,"g",37.6232160325065,"Commelina benghalensis Dried"
"336",336,"BO1013","Diet 4","maize","Crop Product",200,"g",22.0351681283328,"Maize"
"337",337,"BO1013","Diet 4","wheat offal","Crop Byproduct",300,"g",33.0527521924992,"Wheat Bran"
"338",338,"BO1013","Diet 4","noug seed cake","Crop Byproduct",150,"g",16.5263760962496,"Noug Seed Cake"
"339",339,"BO1014","Diet 1","trifolium alexandrinum straw dried","Forage Plants",400,"g",33.3333333333333,"Trifolium alexandrinum Straw Dried"
"340",340,"BO1014","Diet 2","atriplex nummularia leaves and twigs","Forage Plants",150,"g",20,"Atriplex nummularia Leaves and Twigs"
"341",341,"BO1014","Diet 3","atriplex halimus leaves and twigs","Forage Plants",200,"g",22.2222222222222,"Atriplex halimus Leaves and Twigs"
"342",342,"BO1014","Diet 4","atriplex nummularia leaves and twigs","Forage Plants",200,"g",20,"Atriplex nummularia Leaves and Twigs"
"343",343,"BO1014","Diet 4","trifolium alexandrinum straw","Forage Plants",200,"g",20,"Trifolium alexandrinum Straw"
"344",344,"BO1014","Diet 5","trifolium alexandrinum straw","Forage Plants",210,"g",20,"Trifolium alexandrinum Straw"
"345",345,"BO1014","Diet 5","atriplex halimus leaves and twigs","Forage Plants",210,"g",20,"Atriplex halimus Leaves and Twigs"
"346",346,"BO1014","Diet 6","trifolium alexandrinum straw","Forage Plants",330,"g",30,"Trifolium alexandrinum Straw"
"347",347,"BO1014","Diet 6","atriplex nummularia leaves and twigs","Forage Plants",110,"g",10,"Atriplex nummularia Leaves and Twigs"
"348",348,"BO1014","Diet 7","trifolium alexandrinum straw","Forage Plants",345,"g",30,"Trifolium alexandrinum Straw"
"349",349,"BO1014","Diet 7","atriplex halimus leaves and twigs","Forage Plants",115,"g",10,"Atriplex halimus Leaves and Twigs"
"350",350,"BO1015","42% CFM +52% CS +6% SS (G3)","wheat offal","Crop Byproduct",14.553,"g",2.1,"Wheat Bran"
"351",351,"BO1015","42% CFM +52% CS +6% SS (G3)","salt","Other Ingredients",0.58212,"g",0.084,"Salt"
"352",352,"BO1015","42% CFM +52% CS +6% SS (G3)","mineral mix","Supplement",0.29106,"g",0.042,"Mineral Mix"
"353",353,"BO1015","42% CFM +52% CS +6% SS (G3)","maize","Crop Product",25.03116,"g",3.612,"Maize"
"354",354,"BO1015","42% CFM +52% CS +6% SS (G3)","lime","Supplement",1.16424,"g",0.168,"Lime"
"355",355,"BO1015","42% CFM +52% CS +6% SS (G3)","maize ensiled","Crop Product",852,"g",122.943722943723,"Maize Ensiled"
"356",356,"BO1015","42% CFM +52% CS +6% SS (G3)","sesbania sesban seed","Forage Plants",78,"g",11.2554112554113,"Sesbania sesban Seed"
"357",357,"BO1015","42% CFM +52% CS +6% SS (G3)","molasses","Crop Byproduct",2.03742,"g",0.294,"Unspecified Molasses"
"358",358,"BO1015","42% CFM +52% CS +6% SS (G3)","cotton seed ground","Crop Byproduct",14.553,"g",2.1,"Cotton Seed Ground"
"359",359,"BO1015","42% CFM +52% CS +6% TSS (G5)","salt","Other Ingredients",0.5796,"g",0.084,"Salt"
"360",360,"BO1015","42% CFM +52% CS +6% TSS (G5)","molasses","Crop Byproduct",2.0286,"g",0.294,"Unspecified Molasses"
"361",361,"BO1015","42% CFM +52% CS +6% TSS (G5)","lime","Supplement",1.1592,"g",0.168,"Lime"
"362",362,"BO1015","42% CFM +52% CS +6% TSS (G5)","wheat offal","Crop Byproduct",14.49,"g",2.1,"Wheat Bran"
"363",363,"BO1015","42% CFM +52% CS +6% TSS (G5)","mineral mix","Supplement",0.2898,"g",0.042,"Mineral Mix"
"364",364,"BO1015","42% CFM +52% CS +6% TSS (G5)","maize ensiled","Crop Product",850,"g",123.188405797101,"Maize Ensiled"
"365",365,"BO1015","42% CFM +52% CS +6% TSS (G5)","cotton seed ground","Crop Byproduct",14.49,"g",2.1,"Cotton Seed Ground"
"366",366,"BO1015","42% CFM +52% CS +6% TSS (G5)","maize","Crop Product",24.9228,"g",3.612,"Maize"
"367",367,"BO1015","42% CFM +52% CS +6% TSS (G5)","sesbania sesban seed roasted","Forage Plants",77,"g",11.1594202898551,"Sesbania sesban Seed Roasted"
"368",368,"BO1015","46% CFM +51% CS +3% SS (G2)","lime","Supplement",1.4444,"g",0.184,"Lime"
"369",369,"BO1015","46% CFM +51% CS +3% SS (G2)","molasses","Crop Byproduct",2.5277,"g",0.322,"Unspecified Molasses"
"370",370,"BO1015","46% CFM +51% CS +3% SS (G2)","salt","Other Ingredients",0.7222,"g",0.092,"Salt"
"371",371,"BO1015","46% CFM +51% CS +3% SS (G2)","wheat offal","Crop Byproduct",18.055,"g",2.3,"Wheat Bran"
"372",372,"BO1015","46% CFM +51% CS +3% SS (G2)","cotton seed ground","Crop Byproduct",18.055,"g",2.3,"Cotton Seed Ground"
"373",373,"BO1015","46% CFM +51% CS +3% SS (G2)","maize","Crop Product",31.0546,"g",3.956,"Maize"
"374",374,"BO1015","46% CFM +51% CS +3% SS (G2)","mineral mix","Supplement",0.3611,"g",0.046,"Mineral Mix"
"375",375,"BO1015","46% CFM +51% CS +3% SS (G2)","maize ensiled","Crop Product",850,"g",108.28025477707,"Maize Ensiled"
"376",376,"BO1015","46% CFM +51% CS +3% SS (G2)","sesbania sesban seed","Forage Plants",39,"g",4.96815286624204,"Sesbania sesban Seed"
"377",377,"BO1015","46% CFM +51% CS +3% TSS (G4)","mineral mix","Supplement",0.3588,"g",0.046,"Mineral Mix"
"378",378,"BO1015","46% CFM +51% CS +3% TSS (G4)","wheat offal","Crop Byproduct",17.94,"g",2.3,"Wheat Bran"
"379",379,"BO1015","46% CFM +51% CS +3% TSS (G4)","maize","Crop Product",30.8568,"g",3.956,"Maize"
"380",380,"BO1015","46% CFM +51% CS +3% TSS (G4)","lime","Supplement",1.4352,"g",0.184,"Lime"
"381",381,"BO1015","46% CFM +51% CS +3% TSS (G4)","maize ensiled","Crop Product",845,"g",108.333333333333,"Maize Ensiled"
"382",382,"BO1015","46% CFM +51% CS +3% TSS (G4)","salt","Other Ingredients",0.7176,"g",0.092,"Salt"
"383",383,"BO1015","46% CFM +51% CS +3% TSS (G4)","molasses","Crop Byproduct",2.5116,"g",0.322,"Unspecified Molasses"
"384",384,"BO1015","46% CFM +51% CS +3% TSS (G4)","sesbania sesban seed roasted","Forage Plants",38.5,"g",4.93589743589744,"Sesbania sesban Seed Roasted"
"385",385,"BO1015","46% CFM +51% CS +3% TSS (G4)","cotton seed ground","Crop Byproduct",17.94,"g",2.3,"Cotton Seed Ground"
"386",386,"BO1015","50% CFM +50% CS (G1)","molasses","Crop Byproduct",2.975,"g",0.35,"Unspecified Molasses"
"387",387,"BO1015","50% CFM +50% CS (G1)","salt","Other Ingredients",0.85,"g",0.1,"Salt"
"388",388,"BO1015","50% CFM +50% CS (G1)","maize ensiled","Crop Product",835,"g",98.2352941176471,"Maize Ensiled"
"389",389,"BO1015","50% CFM +50% CS (G1)","mineral mix","Supplement",0.425,"g",0.05,"Mineral Mix"
"390",390,"BO1015","50% CFM +50% CS (G1)","maize","Crop Product",36.55,"g",4.3,"Maize"
"391",391,"BO1015","50% CFM +50% CS (G1)","cotton seed ground","Crop Byproduct",21.25,"g",2.5,"Cotton Seed Ground"
"392",392,"BO1015","50% CFM +50% CS (G1)","wheat offal","Crop Byproduct",21.25,"g",2.5,"Wheat Bran"
"393",393,"BO1015","50% CFM +50% CS (G1)","lime","Supplement",1.7,"g",0.2,"Lime"
"394",394,"BO1016","InHay +Cal","chloris gayana dried","Forage Plants",644,"g",100,"Chloris gayana Dried"
"395",395,"BO1016","InHay +Cal","calliandra calothyrsus leaves dried","Forage Plants",36.8,"g",5.71428571428571,"Calliandra calothyrsus Leaves Dried"
"396",396,"BO1016","InHay +Cal +PEG","polyethylene glycol","Other Ingredients",10,"g",1.32802124833997,"Polyethylene glycol"
"397",397,"BO1016","InHay +Cal +PEG","polyethylene glycol","Other Ingredients",10,"g",1.32802124833997,"Polyethylene glycol"
"398",398,"BO1016","InHay +Cal +PEG","chloris gayana dried","Forage Plants",439,"g",58.3001328021248,"Chloris gayana Dried"
"399",399,"BO1016","InHay +Cal +PEG","chloris gayana dried","Forage Plants",439,"g",58.3001328021248,"Chloris gayana Dried"
"400",400,"BO1016","InHay +Cal +PEG","calliandra calothyrsus leaves dried","Forage Plants",314,"g",41.6998671978752,"Calliandra calothyrsus Leaves Dried"
"401",401,"BO1016","InHay +Cal +PEG","calliandra calothyrsus leaves dried","Forage Plants",314,"g",41.6998671978752,"Calliandra calothyrsus Leaves Dried"
"402",402,"BO1017","BRT1","bracharia dried ground","Forage Plants",50.5,"g",50,"Bracharia Dried Ground"
"403",403,"BO1017","BRT1","chloris gayana dried ground","Forage Plants",50.5,"g",50,"Chloris gayana Dried Ground"
"404",404,"BO1017","BRT2","chloris gayana dried ground","Forage Plants",22.68,"g",45,"Chloris gayana Dried Ground"
"405",405,"BO1017","BRT2","calliandra calothyrsus leaves dried ground","Forage Plants",5.04,"g",10,"Calliandra calothyrsus Leaves Dried Ground"
"406",406,"BO1017","BRT2","bracharia dried ground","Forage Plants",22.68,"g",45,"Bracharia Dried Ground"
"407",407,"BO1017","BRT3","chloris gayana dried ground","Forage Plants",14.08,"g",40,"Chloris gayana Dried Ground"
"408",408,"BO1017","BRT3","bracharia dried ground","Forage Plants",14.08,"g",40,"Bracharia Dried Ground"
"409",409,"BO1017","BRT3","calliandra calothyrsus leaves dried ground","Forage Plants",7.04,"g",20,"Calliandra calothyrsus Leaves Dried Ground"
"410",410,"BO1017","BRT4","calliandra calothyrsus leaves dried ground","Forage Plants",5.79,"g",30,"Calliandra calothyrsus Leaves Dried Ground"
"411",411,"BO1017","BRT4","chloris gayana dried ground","Forage Plants",6.755,"g",35,"Chloris gayana Dried Ground"
"412",412,"BO1017","BRT4","bracharia dried ground","Forage Plants",6.755,"g",35,"Bracharia Dried Ground"
"413",413,"BO1017","BT1","bracharia dried ground","Forage Plants",113,"g",100,"Bracharia Dried Ground"
"414",414,"BO1017","BT2","calliandra calothyrsus leaves dried ground","Forage Plants",7.39,"g",10,"Calliandra calothyrsus Leaves Dried Ground"
"415",415,"BO1017","BT2","bracharia dried ground","Forage Plants",66.51,"g",90,"Bracharia Dried Ground"
"416",416,"BO1017","BT3","calliandra calothyrsus leaves dried ground","Forage Plants",13.42,"g",20,"Calliandra calothyrsus Leaves Dried Ground"
"417",417,"BO1017","BT3","bracharia dried ground","Forage Plants",53.68,"g",80,"Bracharia Dried Ground"
"418",418,"BO1017","BT4","bracharia dried ground","Forage Plants",34.72,"g",70,"Bracharia Dried Ground"
"419",419,"BO1017","RT1","chloris gayana dried ground","Forage Plants",103,"g",100,"Chloris gayana Dried Ground"
"420",420,"BO1017","RT2","calliandra calothyrsus leaves dried ground","Forage Plants",6.7,"g",10,"Calliandra calothyrsus Leaves Dried Ground"
"421",421,"BO1017","RT2","chloris gayana dried ground","Forage Plants",60.3,"g",90,"Chloris gayana Dried Ground"
"422",422,"BO1017","RT3","chloris gayana dried ground","Forage Plants",46.64,"g",80,"Chloris gayana Dried Ground"
"423",423,"BO1017","RT3","calliandra calothyrsus leaves dried ground","Forage Plants",11.66,"g",20,"Calliandra calothyrsus Leaves Dried Ground"
"424",424,"BO1017","RT4","chloris gayana dried ground","Forage Plants",26.74,"g",70,"Chloris gayana Dried Ground"
"425",425,"BO1017","RT4","calliandra calothyrsus leaves dried ground","Forage Plants",11.46,"g",30,"Calliandra calothyrsus Leaves Dried Ground"
